address,postal_code,price,dateSold,yearBuilt,lotSize,homeType,rentZestimate,taxAssessedValue,bedrooms,bathrooms,area,latitude,longitude,url,title
"3335 Lake Albano Cir, San Jose, CA 95135",95135,786950.0,Sold 07/10/2019,1985,436.0,CONDO,3300,476190.0,2,2.0,1457,37.287708,-121.759946,https://www.zillow.com/homedetails/3335-Lake-Albano-Cir-San-Jose-CA-95135/19799850_zpid/,Sold
"3103 Lake Albano Cir, San Jose, CA 95135",95135,750000.0,Sold 07/09/2019,1985,436.0,CONDO,3300,120575.0,2,2.0,1457,37.290361,-121.757619,https://www.zillow.com/homedetails/3103-Lake-Albano-Cir-San-Jose-CA-95135/19799811_zpid/,Sold
"3219 Montelena Dr, San Jose, CA 95135",95135,1675000.0,Sold 07/02/2019,1996,7004.0,SINGLE_FAMILY,4495,581995.0,4,3.0,2663,37.314574,-121.781451,https://www.zillow.com/homedetails/3219-Montelena-Dr-San-Jose-CA-95135/19794853_zpid/,Sold
"5145 Willow Est, San Jose, CA 95135",95135,950000.0,Sold 07/01/2019,1976,6952.0,SINGLE_FAMILY,3791,912552.0,4,2.0,1652,37.294355,-121.765965,https://www.zillow.com/homedetails/5145-Willow-Est-San-Jose-CA-95135/19795846_zpid/,Sold
"3279 Palatino Way, San Jose, CA 95135",95135,1575000.0,Sold 06/28/2019,1997,7139.0,SINGLE_FAMILY,4300,496027.0,4,3.0,2117,37.310146,-121.76031,https://www.zillow.com/homedetails/3279-Palatino-Way-San-Jose-CA-95135/19797474_zpid/,Sold
"4577 Encanto Way, San Jose, CA 95135",95135,1230000.0,Sold 06/28/2019,1997,5920.0,SINGLE_FAMILY,4300,519078.0,4,3.0,2117,37.312598,-121.760221,https://www.zillow.com/homedetails/4577-Encanto-Way-San-Jose-CA-95135/19797844_zpid/,Sold
"5206 Cribari Hls, San Jose, CA 95135",95135,490000.0,Sold 06/27/2019,1972,1742.0,CONDO,2950,366756.0,2,2.0,1240,37.296554,-121.754136,https://www.zillow.com/homedetails/5206-Cribari-Hls-San-Jose-CA-95135/19798792_zpid/,Sold
"8501 Grenache Ct, San Jose, CA 95135",95135,668000.0,Sold 06/27/2019,1978,3040.0,CONDO,3350,193450.0,2,2.0,1646,37.281805,-121.751901,https://www.zillow.com/homedetails/8501-Grenache-Ct-San-Jose-CA-95135/19799193_zpid/,Sold
"7354 Via Laguna, San Jose, CA 95135",95135,900000.0,Sold 06/27/2019,1983,2607.0,CONDO,3450,572508.0,3,2.0,1781,37.290831,-121.745337,https://www.zillow.com/homedetails/7354-Via-Laguna-San-Jose-CA-95135/19799610_zpid/,Sold
"3042 Silver Est, San Jose, CA 95135",95135,1450000.0,Sold 06/25/2019,1985,8374.0,SINGLE_FAMILY,4400,343087.0,5,3.0,2591,37.295553,-121.757242,https://www.zillow.com/homedetails/3042-Silver-Est-San-Jose-CA-95135/19796684_zpid/,Sold
"3126 Capelaw Ct, San Jose, CA 95135",95135,1310000.0,3D Home,1976,8428.0,SINGLE_FAMILY,4000,403303.0,4,2.5,1950,37.309869,-121.770705,https://www.zillow.com/homedetails/3126-Capelaw-Ct-San-Jose-CA-95135/19796440_zpid/,Sold
"5075 Cribari Blfs, San Jose, CA 95135",95135,465000.0,Sold 06/20/2019,1968,1326.0,CONDO,2300,168005.0,1,1.0,947,37.294207,-121.752366,https://www.zillow.com/homedetails/5075-Cribari-Blfs-San-Jose-CA-95135/19798843_zpid/,Sold
"5076 Cribari Blfs, San Jose, CA 95135",95135,578000.0,Sold 06/20/2019,1968,1872.0,CONDO,3000,431088.0,2,2.0,1348,37.294207,-121.752366,https://www.zillow.com/homedetails/5076-Cribari-Blfs-San-Jose-CA-95135/19798844_zpid/,Sold
"2079 Mataro Way, San Jose, CA 95135",95135,1110000.0,Sold 06/19/2019,1998,2191.0,CONDO,3750,117310.0,3,3.0,1969,37.288627,-121.762467,https://www.zillow.com/homedetails/2079-Mataro-Way-San-Jose-CA-95135/19799714_zpid/,Sold
"8857 Wine Valley Cir, San Jose, CA 95135",95135,1085000.0,Sold 06/17/2019,1997,9800.0,SINGLE_FAMILY,3600,158128.0,2,2.0,2096,37.286382,-121.738644,https://www.zillow.com/homedetails/8857-Wine-Valley-Cir-San-Jose-CA-95135/19800444_zpid/,Sold
"3762 Jasmine Cir, San Jose, CA 95135",95135,935000.0,Video Walkthrough,1999,5092.0,TOWNHOUSE,3500,741635.0,3,3.0,1346,37.309172,-121.756738,https://www.zillow.com/homedetails/3762-Jasmine-Cir-San-Jose-CA-95135/51075253_zpid/,Sold
"5153 Cribari Pl, San Jose, CA 95135",95135,2060000.0,Sold 06/14/2019,1968,1873.0,CONDO,3000,337686.0,2,2.0,1348,37.294762,-121.753181,https://www.zillow.com/homedetails/5153-Cribari-Pl-San-Jose-CA-95135/19799115_zpid/,Sold
"5242 Cribari Hls, San Jose, CA 95135",95135,490000.0,Sold 06/13/2019,1972,1664.0,CONDO,2900,325756.0,2,2.0,1223,37.297032,-121.754841,https://www.zillow.com/homedetails/5242-Cribari-Hls-San-Jose-CA-95135/19798760_zpid/,Sold
"8686 Lomas Azules Pl, San Jose, CA 95135",95135,895000.0,Sold 06/13/2019,1991,436.0,CONDO,3600,116290.0,3,2.5,2209,37.284548,-121.743042,https://www.zillow.com/homedetails/8686-Lomas-Azules-Pl-San-Jose-CA-95135/19800320_zpid/,Sold
"5239 Cribari Hls, San Jose, CA 95135",95135,450000.0,Sold 06/12/2019,1972,1664.0,CONDO,2900,68582.0,2,2.0,1223,37.297032,-121.754841,https://www.zillow.com/homedetails/5239-Cribari-Hls-San-Jose-CA-95135/19798757_zpid/,Sold
"4287 Voltaire St, San Jose, CA 95135",95135,1170000.0,Sold 06/12/2019,2004,2674.0,CONDO,3620,891237.0,3,3.0,1601,37.316505,-121.76445,https://www.zillow.com/homedetails/4287-Voltaire-St-San-Jose-CA-95135/59683728_zpid/,Sold
"8799 Grape Wagon Cir, San Jose, CA 95135",95135,725000.0,Sold 06/11/2019,1995,2200.0,SINGLE_FAMILY,3350,652768.0,2,2.0,1415,37.28728,-121.740557,https://www.zillow.com/homedetails/8799-Grape-Wagon-Cir-San-Jose-CA-95135/19800415_zpid/,Sold
"3267 Montelena Dr, San Jose, CA 95135",95135,1465000.0,Sold 06/11/2019,1996,7139.0,SINGLE_FAMILY,4200,927012.0,3,2.0,1774,37.313067,-121.781097,https://www.zillow.com/homedetails/3267-Montelena-Dr-San-Jose-CA-95135/19794861_zpid/,Sold
"8053 Chardonay Ct, San Jose, CA 95135",95135,1100000.0,Sold 06/10/2019,1976,6534.0,SINGLE_FAMILY,3800,489048.0,3,2.0,2123,37.285763,-121.750643,https://www.zillow.com/homedetails/8053-Chardonay-Ct-San-Jose-CA-95135/19798451_zpid/,Sold
