address,postal_code,price,dateSold,yearBuilt,lotSize,homeType,rentZestimate,taxAssessedValue,bedrooms,bathrooms,area,latitude,longitude,url,title
"3262 Dias Dr, San Jose, CA 95148",95148,915000.0,Sold 07/05/2019,1966,6425.0,SINGLE_FAMILY,3700,453857.0,4,2.0,1800,37.338663,-121.795406,https://www.zillow.com/homedetails/3262-Dias-Dr-San-Jose-CA-95148/19787845_zpid/,Sold
"3553 Cour De Jeune, San Jose, CA 95148",95148,1630000.0,Sold 07/02/2019,1996,8407.0,SINGLE_FAMILY,4600,1235829.0,4,3.0,2263,37.3226,-121.768518,https://www.zillow.com/homedetails/3553-Cour-De-Jeune-San-Jose-CA-95148/19795085_zpid/,Sold
"3017 Linburn Ct, San Jose, CA 95148",95148,1120000.0,Sold 06/27/2019,1976,5998.0,SINGLE_FAMILY,3950,240968.0,4,3.0,2075,37.314232,-121.804388,https://www.zillow.com/homedetails/3017-Linburn-Ct-San-Jose-CA-95148/19804033_zpid/,Sold
"3594 Eastridge Dr, San Jose, CA 95148",95148,860000.0,Sold 06/26/2019,1972,8049.0,SINGLE_FAMILY,3900,413326.0,4,3.0,1983,37.352494,-121.796599,https://www.zillow.com/homedetails/3594-Eastridge-Dr-San-Jose-CA-95148/19790323_zpid/,Sold
"2723 Sugarplum Dr, San Jose, CA 95148",95148,600000.0,Sold 06/25/2019,-1,-1.0,SINGLE_FAMILY,3500,538682.0,,,,37.330917,-121.793434,https://www.zillow.com/homedetails/2723-Sugarplum-Dr-San-Jose-CA-95148/19788107_zpid/,Sold
"3319 Cerrito Ct, San Jose, CA 95148",95148,998000.0,Sold 06/25/2019,1979,6904.0,SINGLE_FAMILY,3550,241494.0,3,2.0,1673,37.332349,-121.787697,https://www.zillow.com/homedetails/3319-Cerrito-Ct-San-Jose-CA-95148/19789895_zpid/,Sold
"3866 Quail Canyon Rd, San Jose, CA 95148",95148,2266000.0,Sold 06/21/2019,1987,121850.0,SINGLE_FAMILY,5180,1669920.0,5,6.0,5172,37.344476,-121.773034,https://www.zillow.com/homedetails/3866-Quail-Canyon-Rd-San-Jose-CA-95148/19790243_zpid/,Sold
"4054 Lakeside Dr, San Jose, CA 95148",95148,1688000.0,Sold 06/21/2019,1996,6124.0,SINGLE_FAMILY,4495,490813.0,5,3.0,2609,37.317869,-121.774008,https://www.zillow.com/homedetails/4054-Lakeside-Dr-San-Jose-CA-95148/19794877_zpid/,Sold
"3178 Sylvan Dr, San Jose, CA 95148",95148,840000.0,Sold 06/21/2019,1966,6102.0,SINGLE_FAMILY,3450,59644.0,3,2.0,1351,37.343991,-121.803955,https://www.zillow.com/homedetails/3178-Sylvan-Dr-San-Jose-CA-95148/19787501_zpid/,Sold
"2247 Fairmont Dr, San Jose, CA 95148",95148,800000.0,Sold 06/20/2019,1967,6090.0,SINGLE_FAMILY,3800,81778.0,4,2.5,1973,37.342082,-121.793131,https://www.zillow.com/homedetails/2247-Fairmont-Dr-San-Jose-CA-95148/19789155_zpid/,Sold
"3432 Pinotin Ct, San Jose, CA 95148",95148,1430000.0,Sold 06/20/2019,2003,7169.0,SINGLE_FAMILY,4200,916669.0,3,2.0,1896,37.318359,-121.769846,https://www.zillow.com/homedetails/3432-Pinotin-Ct-San-Jose-CA-95148/61323378_zpid/,Sold
"2680 Flint Ave, San Jose, CA 95148",95148,1260000.0,Sold 06/18/2019,1969,6969.0,SINGLE_FAMILY,4000,86243.0,4,3.0,2112,37.335,-121.790574,https://www.zillow.com/homedetails/2680-Flint-Ave-San-Jose-CA-95148/19789445_zpid/,Sold
"3226 Ravenswood Way, San Jose, CA 95148",95148,1195000.0,Sold 06/14/2019,1978,9997.0,SINGLE_FAMILY,3850,603323.0,3,2.0,1910,37.3279,-121.781868,https://www.zillow.com/homedetails/3226-Ravenswood-Way-San-Jose-CA-95148/19791459_zpid/,Sold
"2691 Sand Point Dr, San Jose, CA 95148",95148,875000.0,Sold 06/14/2019,1983,8322.0,SINGLE_FAMILY,3500,189193.0,3,2.0,1200,37.325087,-121.805081,https://www.zillow.com/homedetails/2691-Sand-Point-Dr-San-Jose-CA-95148/19731522_zpid/,Sold
"3177 Chillum Ct, San Jose, CA 95148",95148,695089.0,Sold 06/12/2019,1983,8400.0,SINGLE_FAMILY,3500,328489.0,3,2.5,1393,37.315559,-121.785876,https://www.zillow.com/homedetails/3177-Chillum-Ct-San-Jose-CA-95148/19793587_zpid/,Sold
"3069 Pavan Dr, San Jose, CA 95148",95148,1057500.0,Sold 06/10/2019,1985,4356.0,SINGLE_FAMILY,3500,861900.0,3,3.0,1303,37.319975,-121.791614,https://www.zillow.com/homedetails/3069-Pavan-Dr-San-Jose-CA-95148/19794423_zpid/,Sold
"3271 Selva Dr, San Jose, CA 95148",95148,875000.0,Sold 06/10/2019,1967,6272.0,SINGLE_FAMILY,3500,648572.0,3,2.0,1495,37.337955,-121.79449,https://www.zillow.com/homedetails/3271-Selva-Dr-San-Jose-CA-95148/19787867_zpid/,Sold
"3214 Flintmont Dr, San Jose, CA 95148",95148,880000.0,Sold 06/07/2019,1981,5976.0,SINGLE_FAMILY,3500,542015.0,3,2.0,1361,37.344089,-121.801267,https://www.zillow.com/homedetails/3214-Flintmont-Dr-San-Jose-CA-95148/19788625_zpid/,Sold
"3023 Bradshaw Dr, San Jose, CA 95148",95148,1134000.0,Sold 06/07/2019,1967,6120.0,SINGLE_FAMILY,3500,78747.0,4,2.0,1589,37.321701,-121.790773,https://www.zillow.com/homedetails/3023-Bradshaw-Dr-San-Jose-CA-95148/19793190_zpid/,Sold
"3209 Sprucegate Ct, San Jose, CA 95148",95148,1700000.0,Sold 06/07/2019,1985,6795.0,SINGLE_FAMILY,4500,634736.0,6,3.0,3460,37.322425,-121.782992,https://www.zillow.com/homedetails/3209-Sprucegate-Ct-San-Jose-CA-95148/19793981_zpid/,Sold
"3316 Heritage Estates Dr, San Jose, CA 95148",95148,1495000.0,Sold 06/06/2019,1987,7492.0,SINGLE_FAMILY,4600,951530.0,5,3.0,2845,37.317139,-121.779524,https://www.zillow.com/homedetails/3316-Heritage-Estates-Dr-San-Jose-CA-95148/19792749_zpid/,Sold
"2514 Buckhill Ct, San Jose, CA 95148",95148,62500.0,Sold 06/06/2019,1985,5000.0,SINGLE_FAMILY,3600,566619.0,4,2.0,1449,37.335175,-121.798954,https://www.zillow.com/homedetails/2514-Buckhill-Ct-San-Jose-CA-95148/19788451_zpid/,Sold
"2958 Archwood Cir, San Jose, CA 95148",95148,1370000.0,Sold 06/04/2019,1978,6577.0,SINGLE_FAMILY,4400,897600.0,5,4.0,2533,37.325081,-121.79114,https://www.zillow.com/homedetails/2958-Archwood-Cir-San-Jose-CA-95148/19791241_zpid/,Sold
"2681 Million Ct, San Jose, CA 95148",95148,1175000.0,Sold 06/04/2019,1979,8237.0,SINGLE_FAMILY,3700,323704.0,4,2.0,1623,37.333948,-121.779082,https://www.zillow.com/homedetails/2681-Million-Ct-San-Jose-CA-95148/19788831_zpid/,Sold
"3266 Norwood Ave, San Jose, CA 95148",95148,59500.0,Sold 06/04/2019,1981,6968.0,SINGLE_FAMILY,4100,659406.0,4,2.5,2800,37.330385,-121.788349,https://www.zillow.com/homedetails/3266-Norwood-Ave-San-Jose-CA-95148/19792314_zpid/,Sold
"3446 Gila Dr, San Jose, CA 95148",95148,1366000.0,Sold 06/03/2019,1967,6969.0,SINGLE_FAMILY,3850,578362.0,4,3.0,1973,37.342848,-121.791492,https://www.zillow.com/homedetails/3446-Gila-Dr-San-Jose-CA-95148/19789165_zpid/,Sold
"3515 Flint Creek Dr, San Jose, CA 95148",95148,720000.0,Sold 05/31/2019,1981,2178.0,CONDO,3251,504206.0,2,3.0,1473,37.349774,-121.794137,https://www.zillow.com/homedetails/3515-Flint-Creek-Dr-San-Jose-CA-95148/19790657_zpid/,Sold
"2920 S White Rd, San Jose, CA 95148",95148,1075000.0,Sold 05/31/2019,1976,6000.0,SINGLE_FAMILY,3550,190341.0,4,2.0,1560,37.3209,-121.795164,https://www.zillow.com/homedetails/2920-S-White-Rd-San-Jose-CA-95148/19793081_zpid/,Sold
"2007 Flintcrest Dr, San Jose, CA 95148",95148,865000.0,Sold 05/31/2019,1981,6098.0,SINGLE_FAMILY,3400,165944.0,3,2.0,1361,37.342764,-121.804434,https://www.zillow.com/homedetails/2007-Flintcrest-Dr-San-Jose-CA-95148/19787533_zpid/,Sold
"3112 Ludlow Ct, San Jose, CA 95148",95148,780000.0,Sold 05/31/2019,1972,6000.0,SINGLE_FAMILY,3500,373632.0,4,2.0,1538,37.316475,-121.800047,https://www.zillow.com/homedetails/3112-Ludlow-Ct-San-Jose-CA-95148/19803847_zpid/,Sold
"2255 Lusardi Dr, San Jose, CA 95148",95148,720000.0,Sold 05/31/2019,1985,2709.0,SINGLE_FAMILY,2625,273634.0,2,2.0,857,37.315486,-121.789577,https://www.zillow.com/homedetails/2255-Lusardi-Dr-San-Jose-CA-95148/19794229_zpid/,Sold
"3090 Stevens Ln, San Jose, CA 95148",95148,461500.0,Sold 05/31/2019,1983,6156.0,SINGLE_FAMILY,3700,440886.0,4,2.0,1639,37.32131,-121.786526,https://www.zillow.com/homedetails/3090-Stevens-Ln-San-Jose-CA-95148/19792941_zpid/,Sold
"3490 Tokay Way, San Jose, CA 95148",95148,817500.0,Sold 05/30/2019,1968,5662.0,SINGLE_FAMILY,3700,55378.0,4,2.0,1380,37.349407,-121.796364,https://www.zillow.com/homedetails/3490-Tokay-Way-San-Jose-CA-95148/19787201_zpid/,Sold
"3109 Millbrook Dr, San Jose, CA 95148",95148,980000.0,Sold 05/30/2019,1971,5662.0,SINGLE_FAMILY,3559,733042.0,4,2.0,1457,37.320883,-121.78904,https://www.zillow.com/homedetails/3109-Millbrook-Dr-San-Jose-CA-95148/19792867_zpid/,Sold
"3420 Holderman Dr, San Jose, CA 95148",95148,800000.0,Sold 05/29/2019,-1,-1.0,SINGLE_FAMILY,3450,832726.0,4,2.0,,37.34164,-121.791136,https://www.zillow.com/homedetails/3420-Holderman-Dr-San-Jose-CA-95148/19789237_zpid/,Sold
"2310 Mount Pleasant Rd, San Jose, CA 95148",95148,1237000.0,Sold 05/28/2019,1954,143748.0,SINGLE_FAMILY,3850,1027140.0,3,2.0,1454,37.345334,-121.785192,https://www.zillow.com/homedetails/2310-Mount-Pleasant-Rd-San-Jose-CA-95148/19788777_zpid/,Sold
"4018 Lake Ridge Ln, San Jose, CA 95148",95148,1655000.0,Sold 05/24/2019,1996,5227.0,SINGLE_FAMILY,4650,1159964.0,5,3.0,2673,37.318418,-121.774959,https://www.zillow.com/homedetails/4018-Lake-Ridge-Ln-San-Jose-CA-95148/19794925_zpid/,Sold
"2608 Bon Bon Dr, San Jose, CA 95148",95148,920000.0,Sold 05/23/2019,1967,5972.0,SINGLE_FAMILY,3795,76501.0,5,2.5,1853,37.333026,-121.799161,https://www.zillow.com/homedetails/2608-Bon-Bon-Dr-San-Jose-CA-95148/19788314_zpid/,Sold
"3627 Rollingside Dr, San Jose, CA 95148",95148,285000.0,Sold 05/23/2019,-1,-1.0,SINGLE_FAMILY,3700,367772.0,,,1773,37.331637,-121.774892,https://www.zillow.com/homedetails/3627-Rollingside-Dr-San-Jose-CA-95148/19791075_zpid/,Sold
"2655 Cunningham Ave, San Jose, CA 95148",95148,4863.0,Sold 05/23/2019,1972,5900.0,SINGLE_FAMILY,3500,538681.0,3,2.0,1287,37.338745,-121.81529,https://www.zillow.com/homedetails/2655-Cunningham-Ave-San-Jose-CA-95148/19730905_zpid/,Sold
"3239 Flintdale Dr, San Jose, CA 95148",95148,810000.0,Sold 05/21/2019,1981,6120.0,SINGLE_FAMILY,3395,222237.0,3,2.0,1361,37.345053,-121.801253,https://www.zillow.com/homedetails/3239-Flintdale-Dr-San-Jose-CA-95148/19788602_zpid/,Sold
"3339 Kuykendall Pl, San Jose, CA 95148",95148,1000000.0,Sold 05/21/2019,1983,6500.0,SINGLE_FAMILY,4000,332286.0,4,3.0,2495,37.329887,-121.785039,https://www.zillow.com/homedetails/3339-Kuykendall-Pl-San-Jose-CA-95148/19792202_zpid/,Sold
"2180 Pettigrew Dr, San Jose, CA 95148",95148,945000.0,Sold 05/16/2019,1998,2805.0,SINGLE_FAMILY,3900,914810.0,4,3.0,1887,37.316542,-121.806728,https://www.zillow.com/homedetails/2180-Pettigrew-Dr-San-Jose-CA-95148/19803675_zpid/,Sold
"3680 Rose Terrasse Cir, San Jose, CA 95148",95148,8020000.0,Sold 05/16/2019,2003,12532.0,SINGLE_FAMILY,5500,1578344.0,4,3.0,3656,37.322513,-121.762634,https://www.zillow.com/homedetails/3680-Rose-Terrasse-Cir-San-Jose-CA-95148/59683596_zpid/,Sold
"2908 Glen Craig Ct, San Jose, CA 95148",95148,1100000.0,Sold 05/15/2019,1986,7200.0,SINGLE_FAMILY,4000,585184.0,6,3.0,2704,37.330795,-121.801119,https://www.zillow.com/homedetails/2908-Glen-Craig-Ct-San-Jose-CA-95148/19731812_zpid/,Sold
"3529 Milburn St, San Jose, CA 95148",95148,1370000.0,Sold 05/15/2019,1987,8019.0,SINGLE_FAMILY,4200,1207043.0,4,3.0,2650,37.337724,-121.783208,https://www.zillow.com/homedetails/3529-Milburn-St-San-Jose-CA-95148/19788921_zpid/,Sold
"2854 Weyers Ct, San Jose, CA 95148",95148,571000.0,Sold 05/15/2019,1979,1398.0,TOWNHOUSE,2595,382366.0,2,1.5,952,37.315967,-121.794309,https://www.zillow.com/homedetails/2854-Weyers-Ct-San-Jose-CA-95148/19804237_zpid/,Sold
"2506 Home Crest Dr, San Jose, CA 95148",95148,770000.0,Sold 05/15/2019,1984,2700.0,SINGLE_FAMILY,3500,345181.0,3,3.0,1336,37.340132,-121.818512,https://www.zillow.com/homedetails/2506-Home-Crest-Dr-San-Jose-CA-95148/19731188_zpid/,Sold
"2506 Home Crest Dr, San Jose, CA 95148",95148,770000.0,Sold 05/15/2019,1984,2700.0,SINGLE_FAMILY,3500,345181.0,3,3.0,1336,37.340132,-121.818512,https://www.zillow.com/homedetails/2506-Home-Crest-Dr-San-Jose-CA-95148/19731188_zpid/,Sold
"2854 Weyers Ct, San Jose, CA 95148",95148,571000.0,Sold 05/15/2019,1979,1398.0,TOWNHOUSE,2595,382366.0,2,1.5,952,37.315967,-121.794309,https://www.zillow.com/homedetails/2854-Weyers-Ct-San-Jose-CA-95148/19804237_zpid/,Sold
"3052 Balardo Way, San Jose, CA 95148",95148,1290000.0,Sold 05/14/2019,1984,9361.0,SINGLE_FAMILY,3995,429599.0,4,3.0,2106,37.327222,-121.77842,https://www.zillow.com/homedetails/3052-Balardo-Way-San-Jose-CA-95148/19791501_zpid/,Sold
"3308 Ingersoll Ct, San Jose, CA 95148",95148,1706000.0,Sold 05/14/2019,1979,15598.0,SINGLE_FAMILY,4495,140441.0,4,3.5,2871,37.325992,-121.776378,https://www.zillow.com/homedetails/3308-Ingersoll-Ct-San-Jose-CA-95148/19791547_zpid/,Sold
"4138 Linetta Ct, San Jose, CA 95148",95148,517000.0,Sold 05/14/2019,2004,6889.0,SINGLE_FAMILY,4600,1034437.0,5,4.0,3142,37.320212,-121.765482,https://www.zillow.com/homedetails/4138-Linetta-Ct-San-Jose-CA-95148/61323325_zpid/,Sold
"2398 Ruby Ave, San Jose, CA 95148",95148,1000000.0,Sold 05/13/2019,1962,68825.0,SINGLE_FAMILY,3700,342633.0,3,2.0,1761,37.341313,-121.787508,https://www.zillow.com/homedetails/2398-Ruby-Ave-San-Jose-CA-95148/19788989_zpid/,Sold
"2560 Klein Rd, San Jose, CA 95148",95148,1400000.0,Sold 05/10/2019,1987,10249.0,SINGLE_FAMILY,,939518.0,4,3.0,2291,37.337556,-121.780765,https://www.zillow.com/homedetails/2560-Klein-Rd-San-Jose-CA-95148/19790058_zpid/,Sold
