address,postal_code,price,dateSold,yearBuilt,lotSize,homeType,rentZestimate,taxAssessedValue,bedrooms,bathrooms,area,latitude,longitude,url,title
"88 Bush St UNIT 2200, San Jose, CA 95126",95126,778000.0,Sold 07/09/2019,2008,898.0,CONDO,2800,468652.0,1,2.0,841,37.330533,-121.904146,https://www.zillow.com/homedetails/88-Bush-St-UNIT-2200-San-Jose-CA-95126/82957735_zpid/,Sold
"1148 Campbell Ave, San Jose, CA 95126",95126,1045000.0,Sold 07/08/2019,2006,775.0,TOWNHOUSE,3860,557360.0,3,4.0,1644,37.34694,-121.927104,https://www.zillow.com/homedetails/1148-Campbell-Ave-San-Jose-CA-95126/82963901_zpid/,Sold
"1354 Fremont St, San Jose, CA 95126",95126,1625000.0,Sold 07/03/2019,1910,5902.0,SINGLE_FAMILY,3500,1173613.0,3,4.0,1909,37.33208,-121.920505,https://www.zillow.com/homedetails/1354-Fremont-St-San-Jose-CA-95126/19575397_zpid/,Sold
"2072 The Alameda, San Jose, CA 95126",95126,1025000.0,Sold 07/03/2019,1925,6242.0,SINGLE_FAMILY,3995,,4,2.0,2768,37.343434,-121.927392,https://www.zillow.com/homedetails/2072-The-Alameda-San-Jose-CA-95126/2086811466_zpid/,Sold
"88 Bush St UNIT 3119, San Jose, CA 95126",95126,3500.0,6 days ago,2008,476.0,APARTMENT,3406,749946.0,2,2.0,1194,37.330533,-121.904146,https://www.zillow.com/homedetails/88-Bush-St-UNIT-3119-San-Jose-CA-95126/82954592_zpid/,Sold
"1580 Willowhaven Ct, San Jose, CA 95126",95126,900000.0,Sold 07/03/2019,1978,3410.0,SINGLE_FAMILY,3250,306589.0,2,2.0,1080,37.305892,-121.918499,https://www.zillow.com/homedetails/1580-Willowhaven-Ct-San-Jose-CA-95126/19590774_zpid/,Sold
"88 Bush St UNIT 2156, San Jose, CA 95126",95126,764000.0,Sold 06/28/2019,2008,476.0,CONDO,2800,596788.0,1,2.0,841,37.330533,-121.904146,https://www.zillow.com/homedetails/88-Bush-St-UNIT-2156-San-Jose-CA-95126/82955562_zpid/,Sold
"1384 Hester Ave, San Jose, CA 95126",95126,1150000.0,Sold 06/28/2019,1926,4098.0,SINGLE_FAMILY,3500,869479.0,3,2.0,1440,37.33001,-121.918805,https://www.zillow.com/homedetails/1384-Hester-Ave-San-Jose-CA-95126/19575539_zpid/,Sold
"1144 Hester Ave, San Jose, CA 95126",95126,1248888.0,Sold 06/28/2019,1904,7750.0,SINGLE_FAMILY,3590,1012860.0,3,1.0,1495,37.332764,-121.91512,https://www.zillow.com/homedetails/1144-Hester-Ave-San-Jose-CA-95126/19575619_zpid/,Sold
"1451 Park Ave, San Jose, CA 95126",95126,1840000.0,Sold 06/28/2019,1930,5959.0,MULTI_FAMILY,2995,,0,,4032,37.329724,-121.919437,https://www.zillow.com/homedetails/1451-Park-Ave-San-Jose-CA-95126/2094943351_zpid/,Sold
"1573 Naglee Ave, San Jose, CA 95126",95126,2050000.0,Sold 06/27/2019,2019,7335.0,SINGLE_FAMILY,4900,,5,6.0,2921,37.332137,-121.926472,https://www.zillow.com/homedetails/1573-Naglee-Ave-San-Jose-CA-95126/2084808737_zpid/,Sold
"1330 Hester Ave, San Jose, CA 95126",95126,1265000.0,Sold 06/26/2019,1926,4003.0,SINGLE_FAMILY,3999,877200.0,3,2.0,1635,37.330564,-121.918096,https://www.zillow.com/homedetails/1330-Hester-Ave-San-Jose-CA-95126/19575545_zpid/,Sold
"925 The Alameda UNIT 104, San Jose, CA 95126",95126,759000.0,Sold 06/25/2019,2006,892.0,CONDO,3000,638195.0,1,2.0,1088,37.331902,-121.908242,https://www.zillow.com/homedetails/925-The-Alameda-UNIT-104-San-Jose-CA-95126/79841108_zpid/,Sold
"835 Gaspar Vis, San Jose, CA 95126",95126,1140000.0,Video Walkthrough,2007,906.0,TOWNHOUSE,3895,801108.0,4,4.0,1930,37.322059,-121.903071,https://www.zillow.com/homedetails/835-Gaspar-Vis-San-Jose-CA-95126/82961639_zpid/,Sold
"808 Lenzen Ave UNIT 107, San Jose, CA 95126",95126,800000.0,Sold 06/19/2019,2005,1120.0,CONDO,3000,618648.0,2,3.0,1049,37.335694,-121.910392,https://www.zillow.com/homedetails/808-Lenzen-Ave-UNIT-107-San-Jose-CA-95126/69302215_zpid/,Sold
"1138 Cook St, San Jose, CA 95126",95126,970000.0,Sold 06/17/2019,1924,3415.0,SINGLE_FAMILY,3300,567490.0,2,1.0,776,37.346139,-121.926978,https://www.zillow.com/homedetails/1138-Cook-St-San-Jose-CA-95126/19558036_zpid/,Sold
"1128 Longbranch Ct, San Jose, CA 95126",95126,899880.0,Sold 06/14/2019,1977,1785.0,TOWNHOUSE,3300,296082.0,3,2.5,1310,37.303965,-121.918823,https://www.zillow.com/homedetails/1128-Longbranch-Ct-San-Jose-CA-95126/19591611_zpid/,Sold
"1730 Emory St, San Jose, CA 95126",95126,1750000.0,Sold 06/14/2019,1938,7644.0,SINGLE_FAMILY,4599,1354117.0,3,2.0,2248,37.331166,-121.930546,https://www.zillow.com/homedetails/1730-Emory-St-San-Jose-CA-95126/19582833_zpid/,Sold
"1580 Mcdaniel Ave, San Jose, CA 95126",95126,1175000.0,Sold 06/13/2019,-1,-1.0,SINGLE_FAMILY,3500,623197.0,,,953,37.332648,-121.927367,https://www.zillow.com/homedetails/1580-Mcdaniel-Ave-San-Jose-CA-95126/19581893_zpid/,Sold
"732 Northrup St APT 123, San Jose, CA 95126",95126,115000.0,Sold 06/13/2019,1991,2298.0,CONDO,2795,245531.0,2,2.0,964,37.315201,-121.907907,https://www.zillow.com/homedetails/732-Northrup-St-APT-123-San-Jose-CA-95126/19579247_zpid/,Sold
"1159 Hanchett Ave, San Jose, CA 95126",95126,1180000.0,Sold 06/11/2019,-1,-1.0,SINGLE_FAMILY,4000,140794.0,,,,37.331749,-121.914239,https://www.zillow.com/homedetails/1159-Hanchett-Ave-San-Jose-CA-95126/19575650_zpid/,Sold
"931 Rancho Pl, San Jose, CA 95126",95126,915000.0,Sold 06/10/2019,2006,1110.0,CONDO,3500,649354.0,2,3.0,1667,37.347419,-121.926447,https://www.zillow.com/homedetails/931-Rancho-Pl-San-Jose-CA-95126/79847363_zpid/,Sold
"88 Bush St UNIT 4167, San Jose, CA 95126",95126,885000.0,Sold 06/06/2019,2008,871.0,CONDO,3150,528138.0,2,2.0,1195,37.330533,-121.904146,https://www.zillow.com/homedetails/88-Bush-St-UNIT-4167-San-Jose-CA-95126/82953767_zpid/,Sold
"1280 Avis Dr, San Jose, CA 95126",95126,1520000.0,Sold 06/05/2019,1964,7318.0,SINGLE_FAMILY,4250,895851.0,4,2.5,1772,37.308281,-121.910467,https://www.zillow.com/homedetails/1280-Avis-Dr-San-Jose-CA-95126/19579106_zpid/,Sold
"1510 Sierra Ave, San Jose, CA 95126",95126,1000000.0,Sold 06/05/2019,1927,2975.0,SINGLE_FAMILY,3300,881558.0,2,1.0,1041,37.325689,-121.917604,https://www.zillow.com/homedetails/1510-Sierra-Ave-San-Jose-CA-95126/19582233_zpid/,Sold
"1512 Mckendrie St, San Jose, CA 95126",95126,1400000.0,Sold 06/04/2019,2015,4569.0,SINGLE_FAMILY,4300,935319.0,4,3.0,1801,37.336666,-121.930378,https://www.zillow.com/homedetails/1512-Mckendrie-St-San-Jose-CA-95126/19581732_zpid/,Sold
"1496 Douglas St, San Jose, CA 95126",95126,735000.0,Sold 06/03/2019,1984,762.0,CONDO,3150,289216.0,2,3.0,1130,37.321449,-121.916852,https://www.zillow.com/homedetails/1496-Douglas-St-San-Jose-CA-95126/19585709_zpid/,Sold
"809 Auzerais Ave UNIT 256, San Jose, CA 95126",95126,610000.0,Sold 06/03/2019,2008,620.0,CONDO,2725,270230.0,1,1.0,824,37.321339,-121.90434,https://www.zillow.com/homedetails/809-Auzerais-Ave-UNIT-256-San-Jose-CA-95126/82957842_zpid/,Sold
"1263 Emory St, San Jose, CA 95126",95126,2250000.0,Sold 06/03/2019,1924,12057.0,SINGLE_FAMILY,5500,1646362.0,4,4.0,2821,37.337219,-121.923547,https://www.zillow.com/homedetails/1263-Emory-St-San-Jose-CA-95126/19575127_zpid/,Sold
"60 N Buena Vista Ave, San Jose, CA 95126",95126,960000.0,Video Walkthrough,2008,1476.0,TOWNHOUSE,3490,582854.0,3,3.0,1616,37.324037,-121.918709,https://www.zillow.com/homedetails/60-N-Buena-Vista-Ave-San-Jose-CA-95126/89475928_zpid/,Sold
"367 Delmas Ave, San Jose, CA 95126",95126,1176000.0,Sold 05/31/2019,1961,3920.0,MULTI_FAMILY,3195,675389.0,0,,2224,37.32637,-121.895218,https://www.zillow.com/homedetails/367-Delmas-Ave-San-Jose-CA-95126/153245176_zpid/,Sold
"375 Delmas Ave, San Jose, CA 95126",95126,1124000.0,Sold 05/31/2019,1952,5662.0,MULTI_FAMILY,3200,648902.0,0,,2126,37.326286,-121.895161,https://www.zillow.com/homedetails/375-Delmas-Ave-San-Jose-CA-95126/153245177_zpid/,Sold
"1538 Huddersfield Ct, San Jose, CA 95126",95126,890000.0,Sold 05/31/2019,1973,2300.0,TOWNHOUSE,3300,465370.0,3,2.0,1161,37.308142,-121.917036,https://www.zillow.com/homedetails/1538-Huddersfield-Ct-San-Jose-CA-95126/19590636_zpid/,Sold
"88 Bush St UNIT 4198, San Jose, CA 95126",95126,975000.0,Sold 05/31/2019,2008,898.0,CONDO,3200,517628.0,2,2.0,1275,37.330533,-121.904146,https://www.zillow.com/homedetails/88-Bush-St-UNIT-4198-San-Jose-CA-95126/82960830_zpid/,Sold
"1310 Saddle Rack St APT 232, San Jose, CA 95126",95126,590000.0,Sold 05/31/2019,2004,790.0,CONDO,2650,385534.0,1,1.0,790,37.319792,-121.911944,https://www.zillow.com/homedetails/1310-Saddle-Rack-St-APT-232-San-Jose-CA-95126/63065427_zpid/,Sold
"862 Georgetown Pl, San Jose, CA 95126",95126,1150000.0,Sold 05/31/2019,2004,1433.0,TOWNHOUSE,3600,680188.0,3,3.0,1600,37.327579,-121.905773,https://www.zillow.com/homedetails/862-Georgetown-Pl-San-Jose-CA-95126/63065292_zpid/,Sold
"731 Emerson Ct, San Jose, CA 95126",95126,1425000.0,Sold 05/29/2019,1919,6764.0,SINGLE_FAMILY,4100,867857.0,3,2.0,1513,37.336031,-121.922382,https://www.zillow.com/homedetails/731-Emerson-Ct-San-Jose-CA-95126/19575093_zpid/,Sold
"1310 Saddle Rack St APT 316, San Jose, CA 95126",95126,830000.0,Sold 05/29/2019,-1,-1.0,CONDO,3195,501349.0,,,,37.319792,-121.911944,https://www.zillow.com/homedetails/1310-Saddle-Rack-St-APT-316-San-Jose-CA-95126/63065373_zpid/,Sold
"960 Dana Ave, San Jose, CA 95126",95126,1048000.0,Video Walkthrough,1947,7444.0,SINGLE_FAMILY,2800,41771.0,2,1.0,752,37.336289,-121.932014,https://www.zillow.com/homedetails/960-Dana-Ave-San-Jose-CA-95126/19581714_zpid/,Sold
"797 Pershing Ave, San Jose, CA 95126",95126,1200000.0,Sold 05/29/2019,1924,6124.0,SINGLE_FAMILY,3500,574789.0,2,1.0,1182,37.337045,-121.911592,https://www.zillow.com/homedetails/797-Pershing-Ave-San-Jose-CA-95126/19574727_zpid/,Sold
"773 Pershing Ave, San Jose, CA 95126",95126,1200000.0,Sold 05/29/2019,1926,6098.0,SINGLE_FAMILY,3850,899600.0,3,2.5,1600,37.337224,-121.911338,https://www.zillow.com/homedetails/773-Pershing-Ave-San-Jose-CA-95126/19574725_zpid/,Sold
"1137 Morse St, San Jose, CA 95126",95126,1000000.0,Sold 05/28/2019,1920,3676.0,SINGLE_FAMILY,3300,441558.0,2,1.0,798,37.342018,-121.930291,https://www.zillow.com/homedetails/1137-Morse-St-San-Jose-CA-95126/19558283_zpid/,Sold
"1560 Willowhaven Ct, San Jose, CA 95126",95126,1088000.0,Sold 05/24/2019,1978,4412.0,SINGLE_FAMILY,3445,407610.0,3,2.0,1500,37.306207,-121.918185,https://www.zillow.com/homedetails/1560-Willowhaven-Ct-San-Jose-CA-95126/19590726_zpid/,Sold
"1509 Huddersfield Ct, San Jose, CA 95126",95126,915000.0,Sold 05/23/2019,1972,1516.0,TOWNHOUSE,3300,279110.0,3,3.0,1350,37.308211,-121.916631,https://www.zillow.com/homedetails/1509-Huddersfield-Ct-San-Jose-CA-95126/19590616_zpid/,Sold
"2066 The Alameda, San Jose, CA 95126",95126,950000.0,Sold 05/23/2019,1923,6229.0,SINGLE_FAMILY,4000,,3,2.0,2886,37.343377,-121.927227,https://www.zillow.com/homedetails/2066-The-Alameda-San-Jose-CA-95126/2084622866_zpid/,Sold
"1442 Hester Ave, San Jose, CA 95126",95126,1250000.0,Video Walkthrough,1920,5401.0,SINGLE_FAMILY,3595,867000.0,3,1.0,1304,37.329103,-121.91962,https://www.zillow.com/homedetails/1442-Hester-Ave-San-Jose-CA-95126/19581996_zpid/,Sold
"352 Mayellen Ave, San Jose, CA 95126",95126,1000000.0,Sold 05/21/2019,1915,4499.0,SINGLE_FAMILY,3450,841500.0,3,2.0,1425,37.322411,-121.920161,https://www.zillow.com/homedetails/352-Mayellen-Ave-San-Jose-CA-95126/19585629_zpid/,Sold
"736 Elm St, San Jose, CA 95126",95126,1185000.0,Sold 05/21/2019,1924,7501.0,SINGLE_FAMILY,3400,894744.0,2,1.0,1078,37.339641,-121.916297,https://www.zillow.com/homedetails/736-Elm-St-San-Jose-CA-95126/19574973_zpid/,Sold
