address,postal_code,price,dateSold,yearBuilt,lotSize,homeType,rentZestimate,taxAssessedValue,bedrooms,bathrooms,area,latitude,longitude,url,title
"1090 Malott Dr, San Jose, CA 95121",95121,840000.0,Sold 07/09/2019,1967,5924.0,SINGLE_FAMILY,3650,58226.0,4,2.0,1481,37.308599,-121.831429,https://www.zillow.com/homedetails/1090-Malott-Dr-San-Jose-CA-95121/19740994_zpid/,Sold
"2475 Flory Dr, San Jose, CA 95121",95121,867000.0,Sold 07/08/2019,1976,6499.0,SINGLE_FAMILY,3300,285759.0,3,2.0,1321,37.315555,-121.831225,https://www.zillow.com/homedetails/2475-Flory-Dr-San-Jose-CA-95121/19740439_zpid/,Sold
"1718 Silver Glen Ct, San Jose, CA 95121",95121,1020000.0,3D Home,1980,7139.0,SINGLE_FAMILY,3600,227580.0,3,3.0,1898,37.29958,-121.80444,https://www.zillow.com/homedetails/1718-Silver-Glen-Ct-San-Jose-CA-95121/19806482_zpid/,Sold
"2950 Roberta Ct, San Jose, CA 95121",95121,900000.0,Sold 07/01/2019,1969,9100.0,SINGLE_FAMILY,3500,213663.0,3,3.0,1815,37.304129,-121.824201,https://www.zillow.com/homedetails/2950-Roberta-Ct-San-Jose-CA-95121/19739694_zpid/,Sold
"3493 Woodside Ln, San Jose, CA 95121",95121,888000.0,On market May 30,1962,5758.0,SINGLE_FAMILY,3395,59244.0,3,2.0,1170,37.309951,-121.791378,https://www.zillow.com/homedetails/3493-Woodside-Ln-San-Jose-CA-95121/19805554_zpid/,Sold
"3804 Muir Place Ct, San Jose, CA 95121",95121,925000.0,Sold 06/28/2019,1973,5963.0,SINGLE_FAMILY,3695,544535.0,4,2.0,1478,37.298527,-121.808299,https://www.zillow.com/homedetails/3804-Muir-Place-Ct-San-Jose-CA-95121/19807064_zpid/,Sold
"1478 Freni Ct, San Jose, CA 95121",95121,568000.0,Sold 06/28/2019,1971,879.0,TOWNHOUSE,3250,330999.0,3,2.0,1176,37.313132,-121.825331,https://www.zillow.com/homedetails/1478-Freni-Ct-San-Jose-CA-95121/19800785_zpid/,Sold
"3102 Mclaughlin Ave, San Jose, CA 95121",95121,985000.0,Sold 06/25/2019,1980,7701.0,SINGLE_FAMILY,3700,658006.0,4,3.0,1799,37.302322,-121.822818,https://www.zillow.com/homedetails/3102-Mclaughlin-Ave-San-Jose-CA-95121/19739613_zpid/,Sold
"2548 Yerba Hills Ct, San Jose, CA 95121",95121,732000.0,Sold 06/21/2019,1988,435.0,CONDO,2900,522848.0,3,2.0,1050,37.299861,-121.777479,https://www.zillow.com/homedetails/2548-Yerba-Hills-Ct-San-Jose-CA-95121/19807890_zpid/,Sold
"3104 Brandywine Dr, San Jose, CA 95121",95121,1000000.0,Sold 06/18/2019,1967,6599.0,SINGLE_FAMILY,3995,712976.0,4,3.0,2368,37.303545,-121.818722,https://www.zillow.com/homedetails/3104-Brandywine-Dr-San-Jose-CA-95121/19739488_zpid/,Sold
"2585 Melissa Ct UNIT 3, San Jose, CA 95121",95121,1440000.0,Sold 06/18/2019,1972,18992160.0,TOWNHOUSE,2685,174524.0,2,2.0,1160,37.31605,-121.827074,https://www.zillow.com/homedetails/2585-Melissa-Ct-UNIT-3-San-Jose-CA-95121/82955234_zpid/,Sold
"1182 Bellingham Dr, San Jose, CA 95121",95121,700000.0,Sold 06/17/2019,1967,5974.0,SINGLE_FAMILY,3250,179822.0,3,2.0,1444,37.308243,-121.827806,https://www.zillow.com/homedetails/1182-Bellingham-Dr-San-Jose-CA-95121/19739925_zpid/,Sold
"1311 Runshaw Pl, San Jose, CA 95121",95121,855000.0,Sold 06/12/2019,1978,6398.0,SINGLE_FAMILY,3795,389442.0,5,5.0,2351,37.296269,-121.814238,https://www.zillow.com/homedetails/1311-Runshaw-Pl-San-Jose-CA-95121/19734555_zpid/,Sold
"3490 Woodside Ln, San Jose, CA 95121",95121,950000.0,Sold 06/11/2019,1962,5784.0,SINGLE_FAMILY,3500,325199.0,3,2.0,1354,37.31019,-121.79086,https://www.zillow.com/homedetails/3490-Woodside-Ln-San-Jose-CA-95121/19805532_zpid/,Sold
"2111 Shiangzone Ct, San Jose, CA 95121",95121,1690000.0,Sold 06/10/2019,1998,9555.0,SINGLE_FAMILY,4900,1225266.0,4,3.0,3487,37.302619,-121.799567,https://www.zillow.com/homedetails/2111-Shiangzone-Ct-San-Jose-CA-95121/19808168_zpid/,Sold
"1981 Uphall Ct, San Jose, CA 95121",95121,575000.0,Sold 06/07/2019,1972,2178.0,CONDO,2495,339366.0,2,1.0,826,37.308007,-121.802448,https://www.zillow.com/homedetails/1981-Uphall-Ct-San-Jose-CA-95121/19806265_zpid/,Sold
