address,postal_code,price,dateSold,yearBuilt,lotSize,homeType,rentZestimate,taxAssessedValue,bedrooms,bathrooms,area,latitude,longitude,url,title
"2008 Heather Glen Dr, San Jose, CA 95130",95130,1720000.0,Sold 07/08/2019,2006,2692.0,SINGLE_FAMILY,4900,1077368.0,4,3.0,2051,37.286311,-121.985416,https://www.zillow.com/homedetails/2008-Heather-Glen-Dr-San-Jose-CA-95130/69302986_zpid/,Sold
"4895 Vanderbilt Dr, San Jose, CA 95130",95130,1200000.0,Sold 07/08/2019,1963,5601.0,SINGLE_FAMILY,3500,73043.0,3,2.0,1181,37.279052,-121.986605,https://www.zillow.com/homedetails/4895-Vanderbilt-Dr-San-Jose-CA-95130/19662165_zpid/,Sold
"5104 Westmont Ave UNIT 7, San Jose, CA 95130",95130,722000.0,Sold 07/05/2019,1969,444.0,SINGLE_FAMILY,3252,254059.0,2,3.0,1105,37.271335,-121.992518,https://www.zillow.com/homedetails/5104-Westmont-Ave-UNIT-7-San-Jose-CA-95130/19661956_zpid/,Sold
"4961 Elmwood Dr, San Jose, CA 95130",95130,1480000.0,Sold 07/05/2019,1958,7335.0,SINGLE_FAMILY,3800,188778.0,3,2.0,1250,37.287813,-121.988757,https://www.zillow.com/homedetails/4961-Elmwood-Dr-San-Jose-CA-95130/19658707_zpid/,Sold
"1368 Stockbridge Dr, San Jose, CA 95130",95130,1410000.0,Sold 07/01/2019,1960,6098.0,SINGLE_FAMILY,3617,71017.0,3,3.0,1230,37.299326,-121.969996,https://www.zillow.com/homedetails/1368-Stockbridge-Dr-San-Jose-CA-95130/19612195_zpid/,Sold
"2554 Meta Dr, San Jose, CA 95130",95130,1412500.0,Sold 06/28/2019,1961,6262.0,SINGLE_FAMILY,4000,99585.0,3,2.0,1380,37.276234,-121.983187,https://www.zillow.com/homedetails/2554-Meta-Dr-San-Jose-CA-95130/19661853_zpid/,Sold
"1371 Poe Ln, San Jose, CA 95130",95130,1380000.0,Sold 06/25/2019,1959,6403.0,SINGLE_FAMILY,4100,686846.0,4,2.0,1502,37.298833,-121.96965,https://www.zillow.com/homedetails/1371-Poe-Ln-San-Jose-CA-95130/19612156_zpid/,Sold
"5022 Northlawn Dr, San Jose, CA 95130",95130,1542000.0,Sold 06/20/2019,1958,7562.0,SINGLE_FAMILY,4400,159211.0,4,2.0,1460,37.28558,-121.989737,https://www.zillow.com/homedetails/5022-Northlawn-Dr-San-Jose-CA-95130/19658666_zpid/,Sold
"1363 Vallejo Dr, San Jose, CA 95130",95130,1200000.0,Sold 06/19/2019,-1,-1.0,SINGLE_FAMILY,3500,260403.0,,,,37.299523,-121.977229,https://www.zillow.com/homedetails/1363-Vallejo-Dr-San-Jose-CA-95130/19611634_zpid/,Sold
"2029 Woodglen Dr, San Jose, CA 95130",95130,1980000.0,Sold 06/17/2019,2005,4364.0,SINGLE_FAMILY,5500,1108225.0,5,3.0,2683,37.285502,-121.984705,https://www.zillow.com/homedetails/2029-Woodglen-Dr-San-Jose-CA-95130/69299461_zpid/,Sold
"4416 Grimsby Dr, San Jose, CA 95130",95130,1360000.0,Sold 06/17/2019,1962,6003.0,SINGLE_FAMILY,3620,1201661.0,3,2.0,1117,37.280287,-121.979788,https://www.zillow.com/homedetails/4416-Grimsby-Dr-San-Jose-CA-95130/19659117_zpid/,Sold
"4758 Alex Dr, San Jose, CA 95130",95130,4399.0,32 days ago,1963,5610.0,SINGLE_FAMILY,4350,254279.0,4,2.0,1600,37.279372,-121.984885,https://www.zillow.com/homedetails/4758-Alex-Dr-San-Jose-CA-95130/19662185_zpid/,Sold
"1631 San Tomas Aquino Rd, San Jose, CA 95130",95130,1120000.0,Sold 06/07/2019,1962,6015.0,MULTI_FAMILY,2758,339513.0,0,,1900,37.292982,-121.976936,https://www.zillow.com/homedetails/1631-San-Tomas-Aquino-Rd-San-Jose-CA-95130/19611442_zpid/,Sold
"1629 1631 San Tomas Aquino Rd, San Jose, CA 95130",95130,1120000.0,Sold 06/07/2019,1962,6015.0,MULTI_FAMILY,2800,,0,,1900,37.293059,-121.97661,https://www.zillow.com/homedetails/1629-1631-San-Tomas-Aquino-Rd-San-Jose-CA-95130/2084612519_zpid/,Sold
"1389 Wylie Way, San Jose, CA 95130",95130,1500000.0,Sold 05/31/2019,1959,6969.0,SINGLE_FAMILY,4300,811690.0,4,2.0,1502,37.298333,-121.968743,https://www.zillow.com/homedetails/1389-Wylie-Way-San-Jose-CA-95130/19612130_zpid/,Sold
"1720 Fallbrook Ave, San Jose, CA 95130",95130,1530000.0,Sold 05/29/2019,1958,6324.0,SINGLE_FAMILY,4725,404411.0,5,3.0,2336,37.291204,-121.983081,https://www.zillow.com/homedetails/1720-Fallbrook-Ave-San-Jose-CA-95130/19611081_zpid/,Sold
